GeneName,X10.CR.RNA,X11.WTS.RNA,X12.EA.RNA,X13.CL.RNA,X14.KD.RNA,X15.SJ.RNA,X16.HZ.RNA,X17.CE.RNA,X18.RL.RNA,X19.DR.RNA,X1.VT.RNA,X20.MCC.RNA,X2.LN.RNA,X3.AS.RNA,X4.TL.RNA,X5.BE.RNA,X6.HA.RNA,X7.HH.RNA,X8.CN.RNA,X9.GC.RNA
RP11-285F16.1,1,2,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0
WNT8B,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
SEC31B,103,41,57,95,57,77,59,104,100,69,131,70,54,117,199,122,75,99,81,69
NDUFB8,2030,3267,3950,4483,3457,3498,3924,2915,2574,3889,6055,3616,3570,4474,3157,1932,4270,3798,4072,3685
HIF1AN,2692,4361,4528,3656,3818,4476,4038,7198,3497,3063,4591,3899,4613,5590,3762,2637,4737,4019,4875,4636
PAX2,0,0,0,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,0,0
RP11-179B2.2,13,9,13,24,10,26,14,19,22,6,26,15,9,24,9,11,7,6,30,21
SLF2,517,1682,834,728,797,1305,1054,2138,775,694,1389,866,2042,1693,867,497,919,747,1463,1332
RP11-108L7.14,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0
MRPL43,2785,3775,4513,4001,4180,5293,4423,5011,3654,4573,5128,4496,4169,4526,3324,2942,4697,4250,5234,4365
SEMA4G,13,32,90,121,41,37,59,70,37,39,90,52,23,84,69,66,113,117,102,32
MIR608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TWNK,520,1240,884,731,662,566,578,893,610,588,932,910,1036,923,601,947,994,972,868,945
LZTS2,1956,5260,6666,6272,6451,6795,6328,10781,3764,5282,8326,6947,5831,10560,5786,4035,7034,7024,5974,5039
PDZD7,16,48,123,50,148,145,112,92,57,150,95,69,59,227,113,38,44,87,37,33
SFXN3,1743,4118,3143,3291,3519,3683,2809,4486,2562,3331,4012,3693,3351,4420,3514,2085,2777,2906,3237,2200
RP11-108L7.15,12,51,24,24,12,33,50,39,18,28,29,36,37,39,32,16,34,14,52,53
KAZALD1,2493,4440,5705,2341,3557,3601,5234,2552,3486,4272,4304,5684,3538,4331,2372,2732,3355,1927,2929,3325
TLX1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LBX1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,2
RP11-107I14.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
BTRC,391,686,709,706,688,716,770,1254,597,530,883,774,852,1230,584,463,909,850,820,650
RNU2-59P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DPCD,1375,1584,2560,2589,2389,1880,2516,1725,2147,3022,2467,2536,1820,2238,2101,2510,2476,2105,2081,1727
POLL,1102,864,1016,1066,933,1367,1046,1596,998,1120,1271,1264,1117,1115,1168,1060,1149,995,1417,1214
FBXW4,2945,2292,3987,2979,3278,3834,3097,4475,4219,4055,3230,3357,3247,4277,3821,3331,4218,3822,3501,2564
RNU6-1165P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
FGF8,2,2,0,2,2,2,2,0,6,2,2,4,0,0,10,1,0,9,4,0
NPM3,2210,2302,2946,2133,2195,2968,1913,1979,2667,2564,3100,2898,3017,1718,2034,2270,2439,2051,3609,3523
MGEA5,2852,6155,5192,4234,4211,5431,4108,7660,3722,4396,5906,5670,7419,7117,4805,3205,5780,4700,4822,3943
KCNIP2-AS1,0,0,2,1,0,3,0,0,2,0,0,1,1,3,0,0,3,5,0,0
KCNIP2,48,13,27,16,12,19,22,9,36,22,33,16,35,16,55,26,19,26,30,16
C10orf76,810,1515,1160,1249,1360,1264,950,2222,1064,950,1735,1257,1597,1725,1012,1069,1263,1100,1492,1546
HPS6,332,1507,1406,2191,1245,1188,1247,1450,596,1281,2560,1239,1787,1935,685,720,1303,1064,1381,1400
RP11-302K17.3,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
LDB1,358,1601,1295,1477,1337,1755,1334,3341,574,896,2613,1210,1554,2681,1057,433,1460,1408,1729,1395
PPRC1,2207,4914,4185,4223,3492,2905,3154,2948,2876,3105,4838,3950,4836,5700,3970,3252,4911,4724,4494,3639
NOLC1,1715,6546,3581,4246,3002,2992,2377,4481,2505,2170,4784,3502,5634,4801,2762,2410,4625,3889,4722,4763
ELOVL3,23,6,6,169,18,3,36,39,32,10,35,30,4,31,26,38,86,156,36,34
PITX3,191,50,165,303,43,66,99,43,327,112,52,297,75,71,80,761,268,447,128,102
GBF1,1630,3293,3798,4245,3832,3961,3720,6401,2276,3489,5497,3417,3879,5810,2974,1783,3731,3942,4563,3994
NFKB2,1036,2726,2227,2412,1694,1296,1732,2715,1924,1965,3127,2245,3142,4473,2675,1690,2070,2496,1781,1930
PSD,83,77,190,120,88,176,84,114,312,127,156,239,158,125,180,200,168,194,180,259
FBXL15,1330,632,1385,1420,1457,1463,1092,1281,1578,1776,1721,1271,984,1292,1225,1106,1274,1308,1598,1125
CUEDC2,5297,4135,6968,6763,5479,6803,6016,6132,6427,6909,9095,7218,5906,6838,5702,6455,7180,7661,7293,5885
RPARP-AS1,104,6,74,71,36,113,63,90,134,62,69,113,32,72,36,138,103,92,68,72
C10orf95,1,2,2,3,1,0,0,0,2,0,0,0,0,2,0,1,1,0,1,0
MFSD13A,136,82,103,87,53,184,108,120,181,131,154,242,93,93,108,154,137,133,131,149
ACTR1A,13348,13157,14691,13680,17540,23209,15694,18664,15009,16883,18800,14838,18031,19634,14881,9515,17380,13653,20553,15679
SUFU,559,806,1129,1109,1218,1584,1157,2475,1018,1103,1639,1135,1045,1666,893,562,1239,1152,1664,1263
RPL23AP58,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2
RNU6-43P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-47A8.5,454,439,344,382,517,404,375,902,651,455,543,347,445,784,415,326,586,316,448,333
TRIM8,3948,9271,8636,9515,11691,8426,9301,12191,5775,7331,9283,7335,9847,15418,9517,3813,11876,10776,9864,6714
ARL3,2455,3483,4877,3981,4597,3955,3731,3855,3614,4396,5327,3337,4047,4717,3997,2744,3945,3976,4336,3707
SFXN2,104,183,116,74,166,277,101,143,171,66,205,128,254,148,180,43,224,152,306,152
WBP1L,3130,4639,4761,4773,5331,5392,6014,9196,4505,4199,5474,4829,6184,7361,4611,3424,5615,6018,4719,5963
RNU6-1231P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CYP17A1,2,0,0,5,0,0,1,5,0,1,2,2,3,0,0,1,2,10,2,7
CYP17A1-AS1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
PFN1P11,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1
PTGES3P4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-753C18.12,0,0,2,2,4,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0
BORCS7,1759,1580,1614,1572,2183,1877,2058,3174,2622,1912,2304,2257,2146,2986,1913,3047,2629,2019,2374,1982
AS3MT,883,381,196,170,612,1400,499,630,1523,291,932,520,1034,798,248,1435,1029,462,807,456
RPL22P17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-724N1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CNNM2,300,220,285,269,537,353,365,576,303,274,290,353,291,421,434,312,304,444,273,338
NT5C2,29,274,144,242,147,119,161,559,36,81,427,121,233,590,97,36,201,183,170,131
MARCKSL1P1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,4,0
ST13P13,0,0,4,4,0,8,0,2,0,0,0,0,2,1,2,0,0,1,2,0
RPEL1,2,2,0,0,2,0,2,2,0,0,2,2,0,2,2,2,0,2,0,2
INA,16,20,54,84,138,88,98,134,28,64,110,30,36,169,87,16,38,120,43,30
PCGF6,68,652,258,366,242,292,333,425,132,170,476,278,582,678,186,110,324,286,342,337
TAF5,156,431,288,268,275,264,267,320,247,241,325,224,502,333,182,182,225,220,403,353
USMG5,1820,2703,3184,3708,3506,3492,2982,2230,2631,3541,4498,2890,2823,3181,2516,2113,3724,3310,3415,2946
PDCD11,4298,3612,4403,3831,3518,3915,3030,3896,5048,4314,4280,4376,5038,4906,3511,4947,5012,3671,5116,5322
CALHM2,339,1757,1168,1628,1648,1625,2070,2748,477,950,1401,1365,2375,2431,939,457,1403,1278,1275,1210
RP11-225H22.4,21,26,24,14,26,49,42,22,19,20,28,34,37,34,28,24,30,20,17,22
CALHM1,4,14,8,7,16,27,20,9,6,9,14,6,8,10,4,9,10,6,16,12
CALHM3,0,6,1,2,0,17,14,2,0,14,2,2,65,7,0,2,2,2,0,8
NEURL1,83,90,115,123,62,224,54,174,187,202,79,77,119,62,79,57,152,107,75,85
SH3PXD2A,8437,7480,18754,23099,10239,12163,9390,19881,14739,12869,12612,12337,11984,14760,8327,12394,17115,15181,11480,16767
RP11-416N2.4,28,10,6,6,8,44,7,33,28,20,2,6,19,4,14,8,12,11,4,14
SH3PXD2A-AS1,4,0,0,0,2,2,4,0,0,2,0,6,1,2,0,3,0,1,0,7
RP11-541N10.3,10,20,27,30,26,25,26,54,12,22,48,18,18,50,21,7,18,30,34,16
STN1,606,809,972,893,1011,1473,1176,1434,755,1057,1523,933,1306,1296,890,513,857,920,1397,1211
SLK,1449,4806,2945,2908,2723,2882,3117,4332,2324,2330,4023,2763,4608,4563,2471,2139,2554,2772,3238,2911
RN7SL524P,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
COL17A1,8,27,14,27,53,134,20,31,12,25,105,31,101,43,12,4,18,8,177,1344
SFR1,48,326,137,190,277,330,274,206,89,160,344,111,298,248,105,56,113,170,373,203
CFAP43,9,6,6,6,13,5,2,14,11,14,7,11,4,17,13,5,7,6,9,5
GSTO1,5196,7748,7613,9609,9599,9052,8848,5642,6077,9250,12839,6886,10651,10408,6360,4253,9290,7799,11525,8946
GSTO2,108,45,157,325,151,137,85,87,138,124,205,117,81,128,138,78,249,236,274,94
ITPRIP,1158,5834,4054,5547,5984,1671,2973,4289,2164,2155,5691,2849,5601,7765,4241,1797,5905,10037,5276,3171
RP11-127L20.3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0
CFAP58-AS1,2,1,7,8,0,18,0,2,9,9,9,5,1,4,5,1,11,12,35,5
CFAP58,10,16,14,29,18,23,18,51,21,10,49,31,31,32,22,13,29,24,46,34
SORCS3,0,1,0,0,0,0,2,0,2,0,0,2,2,0,0,2,8,0,2,0
SORCS3-AS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAZP5,0,2,0,11,2,2,0,2,0,2,8,3,0,6,4,0,2,1,4,2
RP11-298H24.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
RPL23AP59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORCS1,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,3,0,1
LINC01435,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,18,0
PTGES3P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-163F15.1,0,0,0,16,4,4,0,0,0,2,0,0,0,4,0,2,0,2,20,0
RP11-655H13.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPKAPK5P1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP278,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB2P1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
XPNPEP1,1037,2474,2558,2696,2270,2175,2022,3403,1631,2019,3459,2130,2632,3338,1757,1125,2712,2313,2392,2402
ADD3-AS1,9,12,16,24,18,21,14,13,7,16,16,18,24,12,17,2,7,17,17,7
ADD3,439,2494,1694,2633,1763,1957,2264,5161,1162,1348,3011,1931,2237,4590,1051,1226,2256,2275,1678,772
SNRPGP12,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
MXI1,473,1461,987,1248,601,622,1098,2676,606,753,1015,1409,1004,1084,738,903,1110,1044,691,1087
RP11-549L6.3,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,1,0,0
SMNDC1,618,2158,1373,1498,1247,1341,1347,2130,960,996,2365,1414,2112,2414,1195,711,1635,1485,1625,1599
RP11-525A16.4,7,8,3,10,27,14,4,11,6,17,29,4,6,11,9,10,20,8,12,4
DUSP5,608,4369,1917,2576,4391,1054,1697,2207,1228,1148,2954,1515,3317,5737,4168,976,4233,7893,2487,1352
RPL7P35,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SMC3,1355,2889,1435,1273,1377,1938,1696,1989,1432,1264,2206,1515,2792,1982,1350,1197,1577,1318,1852,2191
RBM20,0,1,0,0,16,0,0,4,0,0,0,4,0,0,2,0,4,0,9,0
RP11-313D6.3,3,3,1,3,0,4,1,2,5,2,0,1,5,1,2,3,3,1,3,4
PDCD4-AS1,16,33,26,26,37,48,48,40,36,38,58,45,30,50,36,29,28,61,52,31
PDCD4,1351,2241,2518,2325,2079,1562,2304,2852,2012,2014,2489,2809,1722,3031,2401,1485,2831,2875,1202,1179
BBIP1,234,596,589,541,477,523,498,638,372,459,749,443,658,802,374,267,514,499,524,495
RP11-348N5.9,4,2,2,7,0,2,4,3,12,3,6,2,1,7,0,4,7,0,5,0
RP11-348N5.7,9,3,13,2,5,1,5,2,23,12,2,7,8,3,0,8,8,5,8,0
SHOC2,1087,3289,2637,2250,2860,1892,2058,5108,1575,1360,3440,2217,2838,5024,2386,1397,2805,2766,2281,2504
RPL13AP6,0,0,6,4,6,4,0,0,6,5,11,6,6,0,6,11,12,5,4,5
ADRA2A,1736,1064,1865,3341,1896,857,2569,2160,2876,1052,97,3321,606,5542,1867,3070,3976,3120,508,2306
RP11-479A21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BTBD7P2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAM,1131,1595,659,3566,643,1027,710,1719,942,638,1823,634,1273,1723,617,610,1443,620,2933,2308
TECTB,4,47,0,18,4,12,4,18,12,0,16,2,10,8,2,4,2,0,40,24
GUCY2GP,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ACSL5,23,31,22,26,74,73,3,39,31,37,95,65,49,30,14,71,99,68,140,46
RP11-324O2.3,11,4,11,9,22,12,12,11,6,18,20,12,22,11,13,30,12,10,4,13
ZDHHC6,1196,2988,1734,1944,1760,1628,1626,3089,1277,1579,2760,1873,3525,2271,1572,1424,1947,2185,2515,2697
VTI1A,1102,1822,1432,1124,1498,1782,1353,2463,1068,1331,1818,1352,2005,1615,1121,711,1560,1322,1620,1761
RP11-214N15.5,0,1,1,4,0,0,2,2,3,1,23,2,1,2,0,8,0,1,2,0
RP11-25C19.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RP11-57H14.4,118,411,196,288,281,229,260,624,197,168,449,200,406,464,240,94,246,296,327,313
RP11-57H14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
RP11-57H14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
TCF7L2,1069,1253,977,818,1375,1310,641,3243,955,635,1564,1207,922,1648,1567,394,1545,2052,1046,1104
RP11-57H14.2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
RPS15AP30,7,0,2,0,4,0,0,0,9,3,2,6,0,1,4,9,3,0,2,5
RP11-481H12.1,17,2,21,34,11,0,16,18,17,5,14,17,0,36,74,15,46,93,0,2
HABP2,0,0,0,0,0,2,1,0,2,0,2,1,0,0,3,0,0,2,0,0
NRAP,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CASP7,280,1514,1073,872,742,927,538,1850,435,553,1357,833,1384,1117,763,421,556,969,996,1382
RP11-211N11.5,0,3,1,3,3,1,3,2,0,1,2,1,2,4,0,1,1,2,2,0
PLEKHS1,2,3,0,0,3,2,4,0,0,2,0,4,0,0,0,0,2,2,0,0
DCLRE1A,17,313,69,86,80,106,95,288,8,53,199,71,218,169,41,10,51,82,178,172
NHLRC2,525,1942,911,922,931,1242,1010,1711,693,680,1365,994,2076,1650,844,538,974,956,1474,1439
ADRB1,4,21,2,0,0,6,2,0,4,2,2,6,8,0,2,2,0,0,2,6
CCDC186,184,488,424,310,366,393,346,868,233,321,552,447,521,652,321,214,382,406,370,417
Hammerhead_HH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TDRD1,1,0,0,0,0,39,0,2,0,0,0,3,2,0,0,0,15,2,7,0
VWA2,1,2,2,1,0,0,1,3,2,1,0,1,2,5,5,1,2,4,0,0
CTB-1144G6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1L2,22,24,24,21,14,14,2,38,12,20,0,22,16,58,33,19,8,12,2,138
RP11-317F20.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABLIM1,113,232,885,415,775,323,939,361,177,261,90,166,208,549,250,164,208,331,248,308
PPIAP19,2,0,0,0,0,0,2,0,2,0,18,4,0,0,0,0,0,2,0,4
RP11-106M7.1,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0,3,0,0,0,0
TAF9BP2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FAM160B1,700,2125,1528,1578,1610,1396,1637,2946,1006,978,2270,1849,1968,2544,1195,825,1912,1543,1504,1161
RPL15P13,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
TRUB1,127,958,391,446,444,511,516,1164,158,251,1102,379,821,1191,333,160,461,420,630,581
RNU6-1121P,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
RP11-383C6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
ATRNL1,0,38,4,3,83,2,57,40,6,6,4,4,12,38,62,8,16,6,6,11
GFRA1,1086,6854,3354,1426,2145,2826,5498,10341,3520,1676,710,4824,6684,6788,3574,3780,2350,1890,111,2478
SNRPGP6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PNLIPRP3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,28
HMGB3P8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNLIPRP1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0
PNLIPRP2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
C10orf82,0,1,2,1,0,8,4,22,2,0,17,0,3,4,4,0,1,3,9,0
RP11-498B4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
HSPA12A,722,1299,1151,1039,837,908,1025,1494,978,730,1094,953,1756,2102,1387,994,1155,1333,632,897
RPL5P27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
RP11-539I5.1,23,31,9,25,35,47,47,111,21,20,22,46,68,64,46,42,65,62,29,36
ENO4,5,8,6,32,11,7,9,4,3,6,1,8,2,6,9,7,11,15,0,5
SHTN1,95,154,232,365,200,199,161,283,199,128,271,207,320,408,269,144,236,398,181,162
VAX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MIR3663HG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RPL12P26,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
KCNK18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC18A2,0,2,2,1,0,1,0,2,1,0,0,2,0,2,2,1,0,1,1,0
RP11-129M16.4,72,100,109,78,54,146,76,61,75,80,106,93,123,86,67,65,85,92,140,87
PDZD8,1136,3593,2630,2319,2030,2057,2155,3588,1602,1882,3033,2398,3496,3490,1800,1412,2359,2508,2825,2503
EMX2OS,4182,3473,3633,2437,3070,4424,4141,7884,5064,4259,3055,5960,3193,9150,6025,5986,5028,8649,2116,2295
EMX2,4188,2950,3807,2684,2402,5583,3030,5689,6414,4025,2648,4795,2564,3759,2983,5888,3071,5013,2423,2616
CTA-109P11.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
RP11-328K15.1,0,0,0,0,1,0,0,0,3,3,0,0,0,0,2,1,1,2,0,2
RAB11FIP2,1152,1496,827,800,1149,972,1085,2982,1246,815,1459,1117,1413,2646,1698,880,2135,1739,1079,1174
CASC2,138,120,51,92,115,71,90,224,157,88,126,153,101,219,124,114,120,100,120,113
RP11-245J24.1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
FAM204A,1591,2780,2214,2095,2240,2535,2196,3329,1992,2031,2607,2352,2876,2726,1873,1633,2403,2075,2399,2471
LINC00867,1,0,0,3,1,2,2,2,4,2,0,0,0,1,1,0,0,0,0,2
PRLHR,0,0,0,4,0,2,0,0,0,2,2,4,0,0,2,0,0,2,0,0
TOMM22P5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACUL1,1589,2926,2682,2485,2596,2169,2428,4177,2056,2123,3295,2615,3044,3736,2409,1713,2697,2618,3049,2370
RP11-427L15.2,0,8,0,0,2,6,0,2,2,0,2,6,0,6,0,3,0,0,0,2
RPL17P36,6,6,13,7,16,10,11,8,14,8,16,13,7,9,6,16,16,11,17,13
LDHAP5,0,10,14,19,10,10,9,1,4,16,20,3,14,11,0,4,24,18,18,6
RP11-498J9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NANOS1,14,54,77,114,56,32,30,134,38,22,59,57,38,81,55,112,57,82,30,47
EIF3A,7237,16801,11981,12986,11885,11657,11196,19437,10825,11054,18229,11458,16888,20989,9896,8415,14572,12568,15893,12374
RP11-435O11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM45A,1589,996,1643,1929,1779,1765,1412,2108,2266,1642,1742,1928,1490,2640,1934,1373,2068,1712,2141,1203
SFXN4,823,893,814,769,818,796,581,818,899,747,1344,999,1106,994,802,782,860,731,952,1090
PRDX3,745,5151,2492,3354,2784,3240,2749,6319,863,1561,6693,2169,5106,6764,1843,666,3272,3107,4138,2961
GRK5,705,2261,1799,2664,2192,2359,2325,3284,1597,1209,2010,1957,2337,2891,1835,1734,2203,2511,1570,1780
GRK5-IT1,0,4,2,4,2,0,1,3,1,0,2,1,0,2,1,0,2,3,4,1
RN7SL749P,1,4,3,0,3,10,4,4,7,4,2,1,3,1,5,7,6,5,13,0
RP11-79M19.2,0,2,0,1,4,1,3,0,1,3,0,2,1,2,1,0,4,2,2,0
RGS10,1001,2332,2105,2213,1711,1684,1755,1897,1865,2033,2674,2276,2172,2624,1854,1637,1990,2363,1864,1681
TIAL1,2678,5270,4699,4244,4672,4080,3822,6371,3144,4152,5997,4275,6074,5836,3730,2582,5091,4449,5319,5022
RPS8P4,2,1,0,3,0,0,2,0,0,3,0,0,0,0,2,0,1,0,2,0
BAG3,1381,5822,4400,7238,4443,4574,4522,5861,1976,3440,8518,3812,6047,9652,2693,1799,6266,6292,4663,3847
TXNP1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INPP5F,367,1013,1051,1129,1120,944,962,1961,596,622,1003,945,1359,1730,585,320,924,1029,1175,1005
RN7SL846P,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PHACTR2P1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0
MCMBP,919,5350,2211,3233,2051,2164,2193,3168,1370,1580,3717,2018,4480,3852,1671,1460,2309,2213,2992,3548
SEC23IP,947,2802,2291,2904,1968,1878,2004,3193,1276,1680,3978,1979,3146,3776,1556,971,2509,2310,2664,2259
NACAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RPL21P16,78,41,86,64,58,66,64,36,82,77,64,83,38,39,41,130,99,72,74,54
RP11-572P18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PLPP4,1351,310,1465,281,1543,1557,335,920,1127,1881,4721,1043,1168,736,461,1190,2363,949,3149,1729
LINC01561,42,2,80,8,53,48,17,18,76,52,263,26,52,37,12,99,47,72,176,64
WDR11-AS1,6,0,2,1,0,6,0,0,4,1,0,1,0,6,4,4,0,0,3,1
RP11-323P17.2,0,0,0,0,0,4,0,0,1,0,5,0,2,0,4,0,1,0,0,2
WDR11,469,1917,1049,1387,1040,1349,1277,2709,571,831,2402,1086,1824,2638,948,442,1416,1402,1329,1188
RP11-95I16.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
RPL19P16,0,0,1,5,7,4,6,2,2,2,7,4,0,3,5,0,4,2,8,6
LINC01153,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
FGFR2,153,42,8,106,230,63,75,70,357,43,272,80,28,253,526,190,188,46,18,288
RPS15AP5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATE1,418,964,699,703,666,654,781,1463,512,510,1034,686,1160,1208,600,401,755,650,967,763
ATE1-AS1,12,30,6,26,17,30,1,36,24,24,42,42,36,37,17,37,23,25,26,79
RP11-500G22.4,2,2,3,2,2,2,0,13,2,6,8,1,3,4,2,6,2,5,5,9
NSMCE4A,378,1267,795,792,732,904,875,954,583,609,1179,597,1413,1059,677,485,619,722,1203,958
RP11-500G22.5,2,27,10,8,2,23,6,10,14,18,10,8,14,24,10,16,11,4,19,9
TACC2,439,909,1258,1624,1690,534,644,1341,758,556,1114,916,1360,1264,846,857,694,1119,852,749
BTBD16,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,5
PLEKHA1,517,1565,1171,1001,917,929,1051,2457,769,804,1394,1106,1738,2051,1043,729,1295,1649,1060,1389
MIR3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARMS2,2,0,1,2,0,1,0,1,1,0,4,3,0,2,3,0,0,4,3,3
HTRA1,23392,48774,31481,29597,32554,19345,35393,35804,20570,26309,26991,36767,45847,33371,23580,26854,43733,38911,26025,45155
DMBT1,0,2,0,0,0,0,2,2,0,5,0,4,0,0,0,0,8,3,2,4
C10orf120,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMBT1P1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0
CUZD1,22,34,24,31,19,29,29,34,41,25,27,42,78,31,35,27,42,10,19,37
FAM24B,20,65,39,42,44,71,55,67,35,38,76,38,92,51,30,21,40,32,46,63
RP11-564D11.3,3,25,4,2,3,14,4,7,3,4,1,2,35,11,4,1,1,2,6,3
C10orf88,371,776,668,608,727,603,667,718,541,562,1124,602,1010,1113,673,360,717,570,980,676
PSTK,58,158,129,208,171,144,126,175,89,148,217,120,183,213,131,75,212,156,277,154
